id,category,sentence
3473,comparative,"Caenorhabditis elegans is a bacterivore, whereas Osphranter rufus is a herbivore."
3474,comparative,"Unlike Strongylocentrotus purpuratus, which excretes ammonia, Chelonia mydas excretes uric acid."
3475,comparative,"Unlike Chelonia mydas, which is ectothermic, Panthera leo is endothermic."
3476,comparative,"Limulus polyphemus is a carnivore, whereas Strongylocentrotus purpuratus is a herbivore."
3477,comparative,"In contrast to the ectothermic Schistocerca gregaria, Panthera leo is endothermic."
3478,concepts,"In animal biology, the surface-area-to-volume ratio decreases as body size increases, which affects heat exchange."
3479,comparative,"Unlike Mus musculus, which excretes urea, Mytilus edulis excretes ammonia."
3480,comparative,"Lumbricus terrestris is a detritivore, whereas Cornu aspersum is a herbivore."
3481,comparative,"Unlike Acropora cervicornis, which is a mixotroph, Schistocerca gregaria is a herbivore."
3482,comparative,"Unlike Cornu aspersum, which excretes ammonia and uric acid, Danio rerio excretes ammonia."
3483,comparative,"Unlike Gallus gallus, which excretes uric acid, Caenorhabditis elegans excretes ammonia."
3484,comparative,"Latrodectus mactans is a carnivore, whereas Mus musculus is an omnivore."
3485,comparative,"Aptenodytes forsteri belongs to the phylum Chordata, while Architeuthis dux belongs to the phylum Mollusca."
3486,comparative,"Aptenodytes forsteri exchanges gases through lungs with air sacs, whereas Osphranter rufus uses lungs."
3487,comparative,"While Cornu aspersum is a herbivore, Ambystoma mexicanum is a carnivore."
3488,comparative,"Unlike Balaenoptera musculus, which excretes urea, Cornu aspersum excretes ammonia and uric acid."
3489,comparative,Both Iguana iguana and Varanus komodoensis are members of the order Squamata.
3490,comparative,"Hydra viridissima belongs to the phylum Cnidaria, while Myotis lucifugus belongs to the phylum Chordata."
3491,comparative,"In contrast to the ectothermic Cornu aspersum, Myotis lucifugus is endothermic."
3492,physiology,Lumbricus terrestris respires using the moist body surface.
3493,comparative,"Unlike Panthera leo, which respires through lungs, Aurelia aurita respires through diffusion across the body surface."
3494,concepts,"From a zoological perspective, myelin increases the conduction velocity of action potentials in vertebrate axons."
3495,concepts,"In comparative physiology, thyroid hormones control metamorphosis in amphibians."
3496,comparative,"Ambystoma mexicanum excretes nitrogen mainly as ammonia and urea, whereas Archilochus colubris excretes it mainly as uric acid."
3497,comparative,"Euplectella aspergillum exchanges gases through diffusion driven by water currents, whereas Gallus gallus uses lungs with air sacs."
3498,comparative,"Aptenodytes forsteri exchanges gases through lungs with air sacs, whereas Tursiops truncatus uses lungs."
3499,comparative,"Unlike Drosophila melanogaster, which is a saprophage, Cornu aspersum is a herbivore."
3500,comparative,"While Giraffa camelopardalis is a herbivore, Mytilus edulis is a suspension feeder."
3501,comparative,"Unlike Apis mellifera, which is ectothermic, Osphranter rufus is endothermic."
3502,comparative,"Struthio camelus is an omnivore, whereas Limulus polyphemus is a carnivore."
3503,concepts,"In comparative physiology, skeletal muscle contraction is explained by the sliding filament model."
3504,traits,"Regarding the giraffe, it is a ruminant with a four-compartment stomach."
3505,comparative,"Unlike Hippocampus abdominalis, which respires through gills, Struthio camelus respires through lungs with air sacs."
3506,comparative,"While Ambystoma mexicanum is a carnivore, Drosophila melanogaster is a saprophage."
3507,comparative,"While Ursus maritimus is a carnivore, Lumbricus terrestris is a detritivore."
3508,comparative,"Unlike Pan troglodytes, which is endothermic, Homarus americanus is ectothermic."
3509,comparative,"Lumbricus terrestris exchanges gases through the moist body surface, whereas Cornu aspersum uses a pallial lung formed from the mantle cavity."
3510,comparative,"Unlike Archilochus colubris, which respires through lungs with air sacs, Carcharodon carcharias respires through gills."
3511,comparative,"Latrodectus mactans has a circulatory system that is open, whereas that of Giraffa camelopardalis is closed."
3512,comparative,"Unlike Archilochus colubris, which is endothermic, Hydra viridissima is ectothermic."
3513,comparative,"Homarus americanus is ectothermic, whereas Mus musculus is endothermic."
3514,comparative,"Acropora cervicornis is a mixotroph, whereas Lithobates catesbeianus is a carnivore."
3515,comparative,"Drosophila melanogaster has bilateral symmetry, whereas Aurelia aurita has radial symmetry."
3516,comparative,"Canis lupus has bilateral symmetry, whereas Strongylocentrotus purpuratus has pentaradial as an adult and bilateral as a larva symmetry."
3517,comparative,"Unlike Tursiops truncatus, which respires through lungs, Latimeria chalumnae respires through gills."
3518,comparative,"Asterias rubens belongs to the phylum Echinodermata, while Schistocerca gregaria belongs to the phylum Arthropoda."
3519,comparative,"Unlike Pan troglodytes, which is an omnivore, Ursus maritimus is a carnivore."
3520,traits,A notable feature of the great white shark is that ampullae of Lorenzini allow it to detect weak electric fields.
3521,traits,Researchers studying Tyto alba have noted that its facial disc funnels sound toward the ear openings.
3522,comparative,"Unlike Struthio camelus, which is an omnivore, Loxodonta africana is a herbivore."
3523,comparative,"In contrast to the ectothermic Danaus plexippus, Osphranter rufus is endothermic."
3524,comparative,"Salmo salar excretes nitrogen mainly as ammonia, whereas Gallus gallus excretes it mainly as uric acid."
3525,comparative,"Canis lupus exchanges gases through lungs, whereas Latimeria chalumnae uses gills."
3526,comparative,"Unlike Danio rerio, which excretes ammonia, Archilochus colubris excretes uric acid."
3527,comparative,"While Hippocampus abdominalis is a carnivore, Danio rerio is an omnivore."
3528,comparative,"Pan troglodytes has a circulatory system that is closed, whereas that of Schistocerca gregaria is open."
3529,concepts,"In animal biology, the cerebellum coordinates motor control and balance in vertebrates."
3530,taxonomy,Lithobates catesbeianus is placed in the order Anura.
3531,comparative,"While Architeuthis dux is a carnivore, Mytilus edulis is a suspension feeder."
3532,morphology,The body plan of Strongylocentrotus purpuratus shows pentaradial as an adult and bilateral as a larva symmetry.
3533,concepts,"In comparative physiology, uric acid is excreted as a paste with little water, conserving water in birds, reptiles, and insects."
3534,concepts,"Diploblastic animals develop from two germ layers, the ectoderm and the endoderm."
3535,comparative,"Unlike Acropora cervicornis, which is a mixotroph, Osphranter rufus is a herbivore."
3536,comparative,"While Rhinella marina is a generalist predator, Danaus plexippus is a herbivore."
3537,comparative,"In contrast to the endothermic Loxodonta africana, Crocodylus niloticus is ectothermic."
3538,comparative,"Unlike Architeuthis dux, which respires through gills, Balaenoptera musculus respires through lungs."
3539,comparative,"While Hirudo medicinalis is a hematophage, Rhinella marina is a generalist predator."
3540,physiology,"With respect to thermoregulation, Aurelia aurita is ectothermic."
3541,comparative,"Unlike Panthera leo, which excretes urea, Limulus polyphemus excretes ammonia."
3542,traits,Researchers studying Lumbricus terrestris have noted that its hydrostatic skeleton works with circular and longitudinal muscles to produce peristaltic movement.
3543,comparative,"Asterias rubens exchanges gases through tube feet and dermal branchiae, whereas Tursiops truncatus uses lungs."
3544,comparative,"In contrast to the endothermic Loxodonta africana, Hypsibius exemplaris is ectothermic."
3545,comparative,"Hypsibius exemplaris has a circulatory system that is open, whereas that of Strongylocentrotus purpuratus is a water vascular system."
3546,comparative,"While Mus musculus is an omnivore, Archilochus colubris is a nectarivore."
3547,comparative,"Panthera leo has a circulatory system that is closed, whereas that of Drosophila melanogaster is open."
3548,comparative,"Unlike Tursiops truncatus, which is endothermic, Mytilus edulis is ectothermic."
3549,comparative,"Schmidtea mediterranea has bilateral symmetry, whereas Strongylocentrotus purpuratus has pentaradial as an adult and bilateral as a larva symmetry."
3550,comparative,"Hydra viridissima is a carnivore, whereas Danio rerio is an omnivore."
3551,comparative,"Unlike Acropora cervicornis, which excretes ammonia, Tursiops truncatus excretes urea."
3552,comparative,"Drosophila melanogaster is ectothermic, whereas Aptenodytes forsteri is endothermic."
3553,comparative,"Architeuthis dux has a circulatory system that is closed, whereas that of Danaus plexippus is open."
3554,comparative,"Caenorhabditis elegans is a bacterivore, whereas Homarus americanus is a scavenger and predator."
3555,comparative,"Unlike Strongylocentrotus purpuratus, whose circulatory system is a water vascular system, Chelonia mydas has a circulatory system that is closed."
3556,comparative,"Panthera leo excretes nitrogen mainly as urea, whereas Schistocerca gregaria excretes it mainly as uric acid."
3557,comparative,"Mytilus edulis exchanges gases through gills, whereas Asterias rubens uses tube feet and dermal branchiae."
3558,comparative,"Although Giraffa camelopardalis and Ornithorhynchus anatinus share the class Mammalia, they are placed in different orders, Artiodactyla and Monotremata."
3559,comparative,"Unlike Falco peregrinus, which is endothermic, Hypsibius exemplaris is ectothermic."
3560,comparative,"Unlike Canis lupus, which is endothermic, Schmidtea mediterranea is ectothermic."
3561,traits,A notable feature of the nematode Caenorhabditis elegans is that it was the first multicellular organism to have its genome sequenced.
3562,comparative,"While Danio rerio is an omnivore, Myotis lucifugus is an insectivore."
3563,comparative,"Giraffa camelopardalis exchanges gases through lungs, whereas Mytilus edulis uses gills."
3564,comparative,"Unlike Tyto alba, which excretes uric acid, Asterias rubens excretes ammonia."
3565,comparative,"Panthera leo excretes nitrogen mainly as urea, whereas Danio rerio excretes it mainly as ammonia."
