id,category,sentence
996,calculations,"A company with 111 million shares outstanding at a price of 183.42 dollars has a market capitalization of about 20,359.6 million dollars."
997,calculations,"The present value of 48,000 pounds received in 9 years, discounted at 10% per year, is about 20,356.69 pounds."
998,calculations,"A loan of 255,000 euros at a 7% annual rate, repaid monthly over 5 years, has a monthly payment of about 5,049.31 euros."
999,instruments,A key feature of an interest rate swap is that the notional principal itself is usually not exchanged.
1000,ratios,The price-to-earnings ratio measures how much investors pay for each unit of earnings.
1001,calculations,"A bond with a face value of 1,000 euros, a 4% annual coupon, and a price of 1,015 euros has a current yield of about 3.94%. The bond trades at a premium."
1002,calculations,"A loan of 200,000 dollars at a 5% annual rate, repaid monthly over 25 years, has a monthly payment of about 1,169.18 dollars."
1003,calculations,Net income of 7 million euros divided by 273 million shares gives earnings per share of 0.03 euros.
1004,calculations,"Discounting 51,000 pounds due in 1 years at an annual rate of 8% gives a present value of approximately 47,222.22 pounds."
1005,instruments,A key feature of a treasury bill is that it has a maturity of one year or less.
1006,concepts,"Accrual accounting records revenues when earned and expenses when incurred, regardless of cash movements."
1007,calculations,"The present value of 49,000 pounds received in 3 years, discounted at 2% per year, is about 46,173.79 pounds."
1008,concepts,"In finance, diversification reduces portfolio risk by combining assets whose returns are not perfectly correlated."
1009,comparative,"The return on a mutual fund comes from distributions and changes in net asset value, while the return on a zero-coupon bond comes from the difference between the purchase price and face value."
1010,calculations,"A company with current assets of 4,960 thousand euros and current liabilities of 660 thousand euros has a current ratio of 7.52."
1011,calculations,"A bond with a face value of 1,000 euros, a 3% annual coupon, and a price of 915 euros has a current yield of about 3.28%. The bond trades at a discount."
1012,ratios,The payout ratio is calculated as dividends divided by net income.
1013,comparative,"A corporate bond is a debt security, whereas a common stock is an equity security."
1014,concepts,"In economics and finance, market makers provide liquidity by quoting both bid and ask prices."
1015,calculations,"The present value of 10,000 euros received in 13 years, discounted at 4% per year, is about 6,005.74 euros."
1016,calculations,"A company with 961 million shares outstanding at a price of 269.66 pounds has a market capitalization of about 259,143.3 million pounds."
1017,calculations,"At a simple interest rate of 3% per year, a principal of 4,750 euros earns 1,140.00 euros in interest over 8 years."
1018,calculations,"A loan of 370,000 dollars at a 3.5% annual rate, repaid monthly over 10 years, has a monthly payment of about 3,658.78 dollars."
1019,calculations,"A company with 865 million shares outstanding at a price of 173.29 euros has a market capitalization of about 149,895.9 million euros."
1020,calculations,"At a simple interest rate of 2% per year, a principal of 14,500 pounds earns 1,450.00 pounds in interest over 5 years."
1021,comparative,"A government bond is a debt security, whereas a preferred stock is a hybrid security."
1022,comparative,"A money market fund is a pooled investment vehicle, whereas a government bond is a debt security."
1023,calculations,"If a 2% coupon bond with a 1,000 dollars face value trades at 1,005 dollars, its current yield is approximately 1.99%. The bond trades at a premium."
1024,concepts,"In economics and finance, private equity funds invest in companies that are not publicly traded."
1025,calculations,"The present value of 37,000 dollars received in 4 years, discounted at 6% per year, is about 29,307.47 dollars."
1026,calculations,"A bond with a face value of 1,000 euros, a 3% annual coupon, and a price of 885 euros has a current yield of about 3.39%. The bond trades at a discount."
1027,calculations,"A company with net income of 10,600,000 dollars and average equity of 165,900,000 dollars has a return on equity of 6.4%."
1028,calculations,"A company with 776 million shares outstanding at a price of 488.93 euros has a market capitalization of about 379,409.7 million euros."
1029,calculations,"A company with current assets of 3,650 thousand dollars and current liabilities of 280 thousand dollars has a current ratio of 13.04."
1030,calculations,"Discounting 45,000 euros due in 7 years at an annual rate of 6% gives a present value of approximately 29,927.57 euros."
1031,instruments,A key feature of a treasury bill is that it is sold at a discount and repaid at par.
1032,calculations,"With annual compounding at 1.5%, 29,000 euros becomes approximately 30,779.54 euros in 4 years."
1033,instruments,"In terms of risk, a zero-coupon bond carries interest rate risk that rises with maturity."
1034,calculations,"Discounting 41,000 pounds due in 11 years at an annual rate of 5% gives a present value of approximately 23,971.85 pounds."
